BAR kodas,Likutis,Likučio skirtumas,Mat.vnt.,Pr. grupės kodas,Prekės kodas,Prekės pavadinimas,Sandėlis,Sujungimo Tipas,TOPO Eugestos kiekis,TOPO Eugestos kodas,TOPO Eugestos pavadinimas,TOPO Eugestos trumpas pavadinimas
590825683202,14.0,15,Vnt.,TG025,404077.0,Pūkų surinkiklis CAMRY CR 96086,LOG BENDRAS,Sujungta,29,590825683202,Pūkų surinkiklis CAMRY CR 9606,CR 9606
761303282701,236.0,15,Vnt.,TG108,400718.0,"Kava NESCAFE Dolce Gusto Cortado 16 kaps. 100,8g",LOG BENDRAS,Sujungta,251,761303282701,Kavos kapsulės NESCAFE Dolce Gusto Corta,Dolce Gusto Cort
424200206824,375.0,15,Vnt.,TG021,402441.0,Kavamalė BOSCH MKM 6003,LOG BENDRAS,Sujungta,390,424200206824,Kavamalė BOSCH MKM 6003,MKM 6003
509920602991,42.0,15,Vnt.,TG090,404436.0,"Klaviatūros ir pelės komplektas LOGITECH MK220, belaidis, INT, juodas",LOG BENDRAS,Sujungta,57,509920602991,Klaviatūros ir pelės komplektas LOGITECH,"MK220, belaidis,"
,0.0,15,,,,,,Nerasta Eugestos ataskaitoje,15,000000000000,Dantų šepetėlio antgalis ORAL-B EB 25-2,EB 25-2
439179164600,15.0,-15,Vnt.,TG194,401951.0,Kirpimo mašinėlė gyvūnams WAHL Pro Grip 09164,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
692528193992,33.0,15,Vnt.,TG066,402263.0,"Ausinės JBL Tune500 ant ausų, juoda",LOG BENDRAS,Sujungta,48,692528193992,"Ausinės JBL Tune500 ant ausų, juoda",Tune500 ant ausų
501154649838,236.0,14,Vnt.,TG108,400701.0,"NESCAFE Dolce Gusto kava Latte Macchiato 8+8Cap,168g",LOG BENDRAS,Sujungta,250,501154649838,Kavos kapsulės NESCAFE Dolce Gusto Latte,Dolce Gusto Latt
509920607081,21.0,14,Vnt.,TG090,451930.0,"Klaviatūra LOGITECH G413 Carbon, mechaninė",LOG BENDRAS,Sujungta,35,509920607081,"Klaviatūra LOGITECH G413 Carbon, mechani","G413 Carbon, mec"
509920604854,22.0,14,Vnt.,TG090,451929.0,"Pelės kilimėlis LOGITECH G240, 34x28cm, juodas",LOG BENDRAS,Sujungta,36,509920604854,"Pelės kilimėlis LOGITECH G240, 34x28cm,","G240, 34x28cm, j"
,0.0,14,,,,,,Nerasta Eugestos ataskaitoje,14,004825622180,Tabletės indaplovei ASTONISH 5in1 42vnt,5in1 42vnt
509920605970,32.0,14,Vnt.,TG090,403315.0,"Kolonėlės LOGITECH Z333, 2.1, 40W, juodos",LOG BENDRAS,Sujungta,46,509920605970,"Kolonėlės LOGITECH Z333, 2.1, 40W, juodo","Z333, 2.1, 40W, "
509920603375,32.0,14,Vnt.,TG090,403722.0,"Klaviatūros ir pelės komplektas LOGITECH MK330, US",LOG BENDRAS,Sujungta,46,509920603375,Klaviatūros ir pelės komplektas LOGITECH,"MK330, US"
421020110885,73.0,14,Vnt.,TG022,421252.0,Epiliatorius BRAUN SE9521,LOG BENDRAS,Sujungta,87,421020110885,Epiliatorius BRAUN SE9521,SE9521
401367400551,33.0,13,Vnt.,TG011,402798.0,"Elementai ANSMANN LR03(AAA), 4 vnt., alkaline",LOG BENDRAS,Sujungta,46,401367400551,"elementai ANSMANN LR03(AAA), 4 vnt., alk","LR03(AAA), 4 vnt"
424200269777,104.0,13,Vnt.,TG021,402017.0,"Virdulys BOSCH TWK 7801, 1.7l, sidabrinis",LOG BENDRAS,Sujungta,117,424200269777,"Virdulys BOSCH TWK 7801, 1.7l, sidabrini",TWK 7801
711719453116,35.0,13,Vnt.,TG150,402457.0,"Žaidimų pultas SONY Dualshock4,baltas, bevielis, PS4",LOG BENDRAS,Sujungta,48,711719453116,"Žaidimų pultas SONY Dualshock4,baltas, b",Dualshock4 bevie
880164326408,34.0,12,Vnt.,TG141,403604.0,USB raktas SAMSUNG USB3.1 Bar Plus 128GB Pilkas / MUF-128BE4/EU,LOG BENDRAS,Sujungta,46,880164326408,USB raktas SAMSUNG USB3.1 Bar Plus 128GB,USB raktas SAMSU
871010370427,55.0,12,Vnt.,TG120,401738.0,Kirpimo mašinėlė nosiai PHILIPS NT3160/10,LOG BENDRAS,Sujungta,67,871010370427,Kirp. maš. nosiai PHILIPS NT3160/10,NT3160/10
489446175149,86.0,12,Vnt.,TG008,402138.0,Mobilusis telefonas ALCATEL 1066D Black,LOG BENDRAS,Sujungta,98,489446175149,Telefonas ALCATEL 1066D Black,1066D Black
711719887553,34.0,12,Vnt.,TG150,402425.0,Žaidimų kompiuteris SONY PlayStation 4 Pro (PS4 Pro) 1TB A Chassis Black,LOG BENDRAS,Sujungta,46,711719887553,Žaidimų kompiuteris SONY PlayStation 4 P,PlayStation 4 Pr
880164372885,193.0,12,Vnt.,TG141,451778.0,Išmanioji apyrankė SAMSUNG Galaxy Fit e White,LOG BENDRAS,Sujungta,205,880164372885,Išmanioji apyrankė SAMSUNG Galaxy Fit e,Galaxy Fit e Whi
880164372892,109.0,12,Vnt.,TG141,451777.0,Išmanioji apyrankė SAMSUNG Galaxy Fit e Black,LOG BENDRAS,Sujungta,121,880164372892,Išmanioji apyrankė SAMSUNG Galaxy Fit e,Galaxy Fit e Bla
880164378773,244.0,12,Vnt.,TG141,451779.0,Išmanioji apyrankė SAMSUNG Galaxy Fit e Yellow,LOG BENDRAS,Sujungta,256,880164378773,Išmanioji apyrankė SAMSUNG Galaxy Fit e,Galaxy Fit e Yel
692528191894,106.0,12,Vnt.,TG066,400983.0,"Ausinės JBL T110BLU į ausis, su mikrofonu, mėlynos",LOG BENDRAS,Sujungta,118,692528191894,"Ausinės JBL T110BLU į ausis, su mikrofon","T110BLU į ausis,"
421020100319,12.0,-12,Vnt.,TG022,400003.0,Skustuvas moterims BRAUN LS 5560,LOG BENDRAS,Sujungta,0,421020100319,Skustuvas moterims BRAUN LS 5560,LS 5560
761303607222,192.0,11,Vnt.,TG108,400707.0,Kavos kapsulės NESCAFE Dolce Gusto Cafe Au Lait Intenso 16 kaps. 160g,LOG BENDRAS,Sujungta,203,761303607222,Kavos kapsulės NESCAFE Dolce Gusto Café,Kavos kapsulės N
,0.0,11,,,,,,Nerasta Eugestos ataskaitoje,11,001901989146,"Išmanusis laikrodis APPLE Watch 4 GPS, 4","Watch 4 GPS, 40m"
761303631806,89.0,11,Vnt.,TG108,400708.0,"Kava NESCAFE Dolce Gusto Espresso iš Peru, 12 kaps, 84g",LOG BENDRAS,Sujungta,100,761303631806,Kava NESCAFE Dolce Gusto Espresso iš Per,Kava NESCAFE Dol
509920602187,57.0,11,Vnt.,TG090,402190.0,"Pelė LOGITECH M90, laidinė USB, juoda",LOG BENDRAS,Sujungta,68,509920602187,"Pelė LOGITECH M90, laidinė USB, juoda","M90, laidinė USB"
,0.0,11,,,,,,Nerasta Eugestos ataskaitoje,11,004825621712,"Paviršių valiklis Astonish, su apelsinų",Paviršių valikli
879961006488,11.0,-11,Vnt.,TG143,420366.0,"Įkroviklis SATECHI Wireless Charging Pad, belaidis, juodas",LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
690144329256,1.0,11,Vnt.,TG057,420977.0,Mobilusis telefonas HUAWEI P30 Pro 128GB Aurora,LOG BENDRAS,Sujungta,12,690144329256,Mob.tel. HUAWEI P30 Pro 128GB Aurora,P30 Pro 128GB Au
,0.0,11,,,,,,Nerasta Eugestos ataskaitoje,11,008799610064,Įkroviklis SATECHI Wireless Charging Pad,Wireless Chargin
401367402008,51.0,11,Vnt.,TG011,402548.0,"Elementai ANSMANN CR2016, 1vnt., litis, 3V",LOG BENDRAS,Sujungta,62,401367402008,"Elementai ANSMANN CR2016, 1vnt., litis,","CR2016, 1vnt., l"
871010375712,91.0,11,Vnt.,TG120,401569.0,Epiliatorius PHILIPS BRE640/00,LOG BENDRAS,Sujungta,102,871010375712,Epiliatorius PHILIPS BRE640/00,BRE640/00
871010385533,241.0,11,Vnt.,TG120,401929.0,Drabužių garintuvas PHILIPS GC299/40,LOG BENDRAS,Sujungta,252,871010385533,Drabužių garintuvas PHILIPS Steam&Go GC2,Steam&Go GC299/4
,0.0,11,,,,,,Nerasta Eugestos ataskaitoje,11,004391700688,Barzdaskutė WAHL Travel 03615,Travel 03615
871010387083,19.0,11,Vnt.,TG120,401540.0,Dantų šepetėlis PHILIPS Sonicare For Kids HX6321/04,LOG BENDRAS,Sujungta,30,871010387083,Dantų šepetėlis PHILIPS Sonicare For Kid,HX6321/04
400814602010,10.0,-10,Vnt.,TG146,400114.0,Virdulys SEVERIN WK 3646,LOG BENDRAS,Sujungta,0,400814602010,Virdulys SEVERIN WK 3646,WK 3646
,0.0,10,,,,,,Nerasta Eugestos ataskaitoje,10,001094222561,Kavos virimo aparatas KRUPS Evidence Plu,Evidence Plus EA
871228533508,7.0,10,Vnt.,TG178,400653.0,"Laikiklis VOGELS THIN 550 TV 40-100"", trijų krypčių, turn 120, heavy-duty, juodas",LOG BENDRAS,Sujungta,17,871228533508,"Laikiklis VOGELS THIN 550 TV 40-100"", tr",Laikiklis VOGELS
880164326407,2.0,10,Vnt.,TG141,403603.0,USB raktas SAMSUNG USB3.1 Bar Plus 64GB Pilkas / MUF-64BE4/EU,LOG BENDRAS,Sujungta,12,880164326407,USB raktas SAMSUNG USB3.1 Bar Plus 64GB,USB raktas SAMSU
401367401531,1.0,10,Vnt.,TG011,402558.0,"Elementai ANSMANN LR54, 1vnt., alkaline, 1.5V",LOG PERTEKLIUS,Sujungta,11,401367401531,"elementai ANSMANN LR54, 1vnt., alkaline,","LR54, 1vnt., alk"
871010370767,58.0,10,Vnt.,TG120,401739.0,Kirpimo mašinėlė nosiai PHILIPS NT5180/15,LOG BENDRAS,Sujungta,68,871010370767,Kirp. maš. nosiai PHILIPS NT5180/15,NT5180/15
421020103378,134.0,10,Vnt.,TG114,403776.0,Dantų šepetėlis ORAL-B D12.513S,LOG BENDRAS,Sujungta,144,421020103378,Dantų šepetėlis ORAL-B D12.513S,D12.513S
,0.0,10,,,,,,Nerasta Eugestos ataskaitoje,10,697099578022,Dulkių siurblys robotas XIAOMI Roborock,Roborock Gen 2 (
,0.0,10,,,,,,Nerasta Eugestos ataskaitoje,10,000000000000,Vandens filtras kavos  ap. KRUPS F08801,F08801
424200200200,370.0,10,Vnt.,TG021,402440.0,Kavamalė BOSCH MKM 6000,LOG BENDRAS,Sujungta,380,424200200200,Kavamalė BOSCH MKM 6000,MKM 6000
690144322224,10.0,-10,Vnt.,TG057,402335.0,"Dėkliukas HUAWEI Y6 2018 Atomu, nugarėlė, skaidri",LOG BENDRAS,Sujungta,0,690144322224,"Dėkliukas HUAWEI Y6 2018 Atomu, nugarėlė",Dėkliukas HUAWEI
,0.0,10,,,,,,Nerasta Eugestos ataskaitoje,10,007117197576,Žaidimų kompiuteris SONY Playstation 4 1,Žaidimų kompiute
871010381869,72.0,10,Vnt.,TG120,401849.0,Filtras kavos aparatui PHILIPS CA6903/22,LOG BENDRAS,Sujungta,82,871010381869,Filtras kavos aparatui PHILIPS CA6903/22,CA6903/22
502523262509,10.0,-10,Vnt.,TG118,402660.0,"Ausinės PANASONIC RP-HS34E-K į ausis, sportui, juodos",LOG BENDRAS,Sujungta,0,502523262509,"Ausinės PANASONIC RP-HS34E-K į ausis, sp",RP-HS34E-K į aus
,0.0,10,,,,,,Nerasta Eugestos ataskaitoje,10,004319780813,Barzdakirpe WAHL Total Beard Grooming Ki,Total Beard Groo
,0.0,10,,,,,,Nerasta Eugestos ataskaitoje,10,692528193200,"Kolonėlė JBL GO 2, 3W, IPX7, su mikrofon","GO 2, 3W,  IPX7,"
193015328754,38.0,10,Vnt.,TG056,451914.0,Nešiojamas kompiuteris HP ENVY X360 13-ag0001na Ryzen 5 2500U/8/256GB SSD/Win,LOG BENDRAS,Sujungta,48,193015328754,Neš.komp. HP ENVY X360 13-ag0001na Ryzen,ENVY X360 13-ag0
,0.0,10,,,,,,Nerasta Eugestos ataskaitoje,10,475092100093,Kokteilinė STOLLAR SNB 550 šlifuotas met,SNB 550
109422256146,10.0,-10,Vnt.,TG079,451893.0,Kavos virimo aparatas KRUPS Evidence Plus EA894T,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
471801709129,138.0,10,Vnt.,TG016,451911.0,Nešiojamas kompiuteris ASUS VivoBook X540LA i3-5005U/4/256GB SSD/Win,LOG BENDRAS,Sujungta,148,471801709129,Neš.komp. ASUS VivoBook X540LA i3-5005U/,VivoBook X540LA 
502523284889,387.0,10,Vnt.,TG118,403122.0,"Ausinės PANASONIC RP-HF300ME-W ant ausų, baltos",LOG BENDRAS,Sujungta,397,502523284889,"Ausinės PANASONIC RP-HF300ME-W ant ausų,",RP-HF300ME-W ant
509920606597,28.0,10,Vnt.,TG090,404351.0,"Klaviatūra LOGITECH G213 žaidėjams, INT",LOG BENDRAS,Sujungta,38,509920606597,"Klaviatūra LOGITECH G213 žaidėjams, INT","G213 žaidėjams, "
502523281917,25.0,10,Vnt.,TG118,402728.0,Fotoaparatas PANASONIC DMC-TZ57EP-K,LOG BENDRAS,Sujungta,35,502523281917,Fotoaparatas PANASONIC DMC-TZ57EP-K,DMC-TZ57EP-K
,0.0,10,,,,,,Nerasta Eugestos ataskaitoje,10,004391796355,Plaukų kirpimo mašinėlė WAHL Haircut&Bea,Haircut&Beard 09
303005010687,65.0,9,Vnt.,TG001,400938.0,Kirpimo mašinėlė nosiai BABYLISS E650E,LOG BENDRAS,Sujungta,74,303005010687,Kirp. maš. nosiai BABYLISS E650E,E650E
502523282030,75.0,-9,Vnt.,TG118,403098.0,Fotoaparatas PANASONIC Lumix DMC-FT30EP-A,LOG BENDRAS,Sujungta,66,502523282030,Fotoaparatas PANASONIC Lumix DMC-FT30EP-,Lumix DMC-FT30EP
330721608112,39.0,9,Vnt.,TG168,403305.0,Žaidimas PS4 Just Dance 2019,LOG BENDRAS,Sujungta,48,330721608112,Žaidimas PS4 Just Dance 2019,Žaidimas PS4 Jus
692528192763,10.0,9,Vnt.,TG066,401063.0,"Ausinės JBL T110, į ausis, raudonos",LOG BENDRAS,Sujungta,19,692528192763,"Ausinės JBL T110, į ausis, raudonos","T110, į ausis, r"
489446177769,98.0,9,Vnt.,TG008,404156.0,Mobilusis telefonas ALCATEL 2003D Dark Grey,LOG BENDRAS,Sujungta,107,489446177769,Telefonas ALCATEL 2003D Dark Grey,2003D Dark Grey
489446140524,35.0,9,Vnt.,TG008,402123.0,Mobilusis telefonas ALCATEL 2051D Silver,LOG BENDRAS,Sujungta,44,489446140524,Telefonas ALCATEL 2051D Silver,2051D Silver
489446140587,44.0,9,Vnt.,TG008,402127.0,Mobilusis telefonas ALCATEL 2008G Black,LOG BENDRAS,Sujungta,53,489446140587,Telefonas ALCATEL 2008G Black,2008G Black
482562218008,9.0,-9,Vnt.,TG015,403742.0,Tabletės indaplovei ASTONISH 5in1 42vnt,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
303005006841,89.0,9,Vnt.,TG001,400930.0,Plaukų kirpimo mašinėlė BABYLISS E696E,LOG BENDRAS,Sujungta,98,303005006841,Plaukų kirpimo mašinėlė BABYLISS E696E,E696E
871010379498,82.0,9,Vnt.,TG120,401861.0,Universalus kirptukas PHILIPS MG7720/15 14in1,LOG BENDRAS,Sujungta,91,871010379498,Kūno skustuvas PHILIPS Multigroom MG7720,Multigroom MG772
871010377934,43.0,9,Vnt.,TG120,401787.0,Fotoepiliatorius PHILIPS Lumea BRI956/00,LOG BENDRAS,Sujungta,52,871010377934,Fotoepiliatorius PHILIPS Lumea BRI956/00,Lumea BRI956/00
350515548062,9.0,-9,Vnt.,TG077,404158.0,Žaislas - lėlė L.O.L Kalėdų siurprizas,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
880164326416,1.0,9,Vnt.,TG141,403592.0,USB raktas SAMSUNG MUF-64DB/EU,LOG TRŪKUMAS,Sujungta,10,880164326416,USB raktas SAMSUNG MUF-64DB/EU,MUF-64DB/EU
880164326392,28.0,9,Vnt.,TG141,403599.0,USB raktas SAMSUNG USB3.1 Bar Plus 128GB Sidabrinis / MUF-32BE3/EU,LOG BENDRAS,Sujungta,37,880164326392,USB raktas SAMSUNG USB3.1 Bar Plus 128GB,USB raktas SAMSU
803268075005,357.0,9,Vnt.,TG037,401209.0,Kavos kapsulės Ecaffe Cremoso MISC.022 10 vnt.,LOG BENDRAS,Sujungta,366,803268075005,Kavos kapsulės Ecaffe Cremoso MISC.022 1,Cremoso MISC.022
509920602189,50.0,9,Vnt.,TG090,402398.0,"Kolonėlės LOGITECH Z-130, 2.0, 5W, juodos",LOG BENDRAS,Sujungta,59,509920602189,"Kolonėlės LOGITECH Z-130, 2.0, 5W, juodo","Z-130, 2.0, 5W, "
400638707915,39.0,9,Vnt.,TG023,401376.0,"Vandens filtravimo kasetė BRITA ""Maxtra +"", 1vnt",LOG BENDRAS,Sujungta,48,400638707915,"Vandens filtravimo kasetė BRITA ""Maxtra"," ""Maxtra +"", 1vn"
692528193219,12.0,9,Vnt.,TG066,400872.0,"Ausinės JBL Tune600BTNC ant ausų, triukšmo slopinimas, bluetooth, balta",LOG BENDRAS,Sujungta,21,692528193219,"Ausinės JBL Tune600BTNC ant ausų, triukš",Tune600BTNC ant 
502655541699,55.0,9,Vnt.,TG134,403786.0,Žaidimas PS4 Grand Theft Auto V (GTA 5),LOG BENDRAS,Sujungta,64,502655541699,Žaidimas PS4 Grand Theft Auto V (GTA 5),Grand Theft Auto
,0.0,9,,,,,,Nerasta Eugestos ataskaitoje,9,004391700292,Kūno skustuvas WAHL Stainless Steel 0986,Stainless Steel 
482562171242,9.0,-9,Vnt.,TG015,400691.0,"Paviršių valiklis Astonish, su apelsinų aliejumi, 750 ml",LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
690144321854,21.0,8,Vnt.,TG057,402343.0,Asmenukių lazda HUAWEI Fill-in light Selfie Stick CF33,LOG BENDRAS,Sujungta,29,690144321854,Asmenukių lazda HUAWEI Fill-in light Sel,Asmenukių lazda 
697023766874,75.0,8,Vnt.,TG187,451769.0,Kirpimo mašinėlė nosiai XIAOMI Soocas Nose baltas,LOG BENDRAS,Sujungta,83,697023766874,Kirpimo mašinėlė nosiai XIAOMI Soocas No,XIAOMI Soocas No
880164326390,118.0,8,Vnt.,TG141,403597.0,USB raktas SAMSUNG USB3.1 Bar Plus 32GB Sidabrinis / MUF-32BE3/EU,LOG BENDRAS,Sujungta,126,880164326390,USB raktas SAMSUNG USB3.1 Bar Plus 32GB,USB raktas SAMSU
871010379450,133.0,8,Vnt.,TG120,401864.0,Trimeris PHILIPS MG3720/15,LOG BENDRAS,Sujungta,141,871010379450,Kūno skustuvas PHILIPS Multigroom MG3720,Multigroom MG372
431978081348,8.0,-8,Vnt.,TG194,401600.0,Barzdakirpe WAHL Total Beard Grooming Kit 09888,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
421020113975,26.0,8,Vnt.,TG022,400020.0,Fotoepiliatorius BRAUN BD5008,LOG BENDRAS,Sujungta,34,421020113975,Fotoepiliatorius BRAUN BD5008,BD5008
761303438938,129.0,8,Vnt.,TG108,420899.0,Kavos kapsulės NESCAFE Dolce Gusto Grande 30 kaps 240g,LOG BENDRAS,Sujungta,137,761303438938,Kavos kapsulės NESCAFE Dolce Gusto Grand,Dolce Gusto Gran
761303317470,144.0,8,Vnt.,TG108,400712.0,Kavos kapsulės NESCAFE Dolce Gusto Cafe au Lait 16 kaps. 160g,LOG BENDRAS,Sujungta,152,761303317470,Kavos kapsulės NESCAFE Dolce Gusto Cafe,Dolce Gusto Cafe
421020163503,22.0,8,Vnt.,TG022,400026.0,Tinklelis BRAUN 32B MULTI BK,LOG BENDRAS,Sujungta,30,421020163503,Tinklelis BRAUN 32B MULTI BK,32B MULTI BK
871010376393,57.0,8,Vnt.,TG120,401762.0,Barzdaskutė PHILIPS S1110/04,LOG BENDRAS,Sujungta,65,871010376393,Barzdaskutė PHILIPS S1110/04,S1110/04
690144327357,96.0,8,Vnt.,TG057,421393.0,"Dėkliukas HUAWEI Y7 2019, knygutė, juoda",LOG BENDRAS,Sujungta,104,690144327357,"Dėkliukas HUAWEI Y7 2019, knygutė, juoda","Y7 2019, knygutė"
871010364048,73.0,8,Vnt.,TG120,401568.0,Dantų šepetėlis PHILIPS HX6511/50,LOG BENDRAS,Sujungta,81,871010364048,Dantų šepetėlis PHILIPS Sonicare HX6511/,Sonicare HX6511/
,0.0,8,,,,,,Nerasta Eugestos ataskaitoje,8,692528191814,"Ausinės JBL E55BTBLK ant ausų, su mikrof",E55BTBLK ant aus
,0.0,8,,,,,,Nerasta Eugestos ataskaitoje,8,401367400377,"elementai ANSMANN LR3(AAA), 2 vnt. / X-P","LR3(AAA), 2 vnt."
475092100101,24.0,8,Vnt.,TG152,421416.0,Kavamalė STOLLAR SKD550,LOG BENDRAS,Sujungta,32,475092100101,Kavamalė STOLLAR SKD550,SKD550
424200281359,77.0,8,Vnt.,TG021,402209.0,Trintuvas BOSCH MSM88160,LOG BENDRAS,Sujungta,85,424200281359,Trintuvas BOSCH MSM88160,Trintuvas BOSCH 
871010378038,55.0,8,Vnt.,TG120,421014.0,Plaukų džiovintuvas PHILIPS BHC010/10,LOG BENDRAS,Sujungta,63,871010378038,Plaukų džiovintuvas PHILIPS BHC010/10,BHC010/10
871010384304,34.0,8,Vnt.,TG120,401906.0,Barzdaskutė PHILIPS S5250/06,LOG BENDRAS,Sujungta,42,871010384304,Barzdaskutė PHILIPS S5250/06,S5250/06
501154649842,241.0,8,Vnt.,TG108,400700.0,"NESCAFE Dolce Gusto kava Lungo 16Cap, 112g",LOG BENDRAS,Sujungta,249,501154649842,Kavos kapsulės NESCAFE Dolce Gusto Caffe,Dolce Gusto Caff
711719212386,10.0,8,Vnt.,TG150,402455.0,Kamera SONY PS4 V2,LOG BENDRAS,Sujungta,18,711719212386,Kamera SONY PS4 V2,PS4 V2
304538637526,1.0,8,Vnt.,TG158,401032.0,"Virdulys TEFAL KO260830 1,7l juodas",LOG TRŪKUMAS,Sujungta,9,304538637526,"Virdulys TEFAL KO260830 1,7l juodas","KO260830 1,7l ju"
871010360200,31.0,7,Vnt.,TG120,401677.0,Plaukų džiovintuvas PHILIPS HP8230/00,LOG BENDRAS,Sujungta,38,871010360200,Plaukų džiovintuvas PHILIPS HP8230/00,HP8230/00
304538637450,54.0,7,Vnt.,TG158,401033.0,Grilis TEFAL GC451B12,LOG BENDRAS,Sujungta,61,304538637450,Grilis TEFAL GC451B12,GC451B12
312104006359,30.0,7,Vnt.,TG158,401036.0,Laidynė TEFAL FV5640,LOG BENDRAS,Sujungta,37,312104006359,Laidynė TEFAL FV5640,FV5640
692528193997,6.0,7,Vnt.,TG066,402332.0,"Ausinės JBL Tune500BT ant ausų, bluetooth, mėlyna",LOG BENDRAS,Sujungta,13,692528193997,"Ausinės JBL Tune500BT ant ausų, bluetoot",Tune500BT ant au
439170029274,7.0,-7,Vnt.,TG194,401356.0,Universalus kirptuvas WAHL Stainless Steel 09864,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
400814602398,7.0,7,Vnt.,TG146,400051.0,Virdulys SEVERIN WK 3475,LOG BENDRAS,Sujungta,14,400814602398,Virdulys SEVERIN WK 3475,WK 3475
692528192807,29.0,7,Vnt.,TG066,401086.0,"Ausinės JBL T110 Bluetooth į ausis, su mikrofonu, mėlynos",LOG BENDRAS,Sujungta,36,692528192807,"Ausinės JBL T110 Bluetooth į ausis, su m",T110 Bluetooth į
475092100103,107.0,7,Vnt.,TG152,421406.0,Trintuvas STOLLAR SHB610,LOG BENDRAS,Sujungta,114,475092100103,Trintuvas STOLLAR SHB610,SHB610
482562200638,7.0,-7,Vnt.,TG015,403743.0,Orkaičių valiklis ASTONISH 750ml puršk,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
400849610594,493.0,7,Vnt.,TG173,404027.0,"Elementai VARTA AA LR6, 4 vnt. / Max Tech Mignon",LOG BENDRAS,Sujungta,500,400849610594,"Elementai VARTA AA LR6, 4 vnt. / Max Tec",Elementai VARTA 
475092100091,6.0,7,Vnt.,TG152,421625.0,"Virdulys STOLLAR SK570, 1.7l",LOG BENDRAS,Sujungta,13,475092100091,"Virdulys STOLLAR SK570, 1.7l","SK570, 1.7l"
711719246091,22.0,7,Vnt.,TG150,402456.0,Žaid. kortelė PS Plus 90 d. Suomijos reg.,LOG BENDRAS,Sujungta,29,711719246091,Žaid. kortelė PS Plus 90 d. Suomijos reg,PS Plus 90 d. Su
,0.0,7,,,,,,Nerasta Eugestos ataskaitoje,7,003743188437,Siuvimo mašina SINGER 1412,1412
692528191905,44.0,7,Vnt.,TG066,400997.0,"Ausinės JBL T210BLK į ausis, su mikrofonu, juodos",LOG BENDRAS,Sujungta,51,692528191905,"Ausinės JBL T210BLK į ausis, su mikrofon",Ausinės JBL T210
303005009373,59.0,7,Vnt.,TG001,400922.0,Plaukų tiesinimo žnyplės BABYLISS ST327E,LOG BENDRAS,Sujungta,66,303005009373,Plaukų tiesinimo žnyplės BABYLISS ST327E,ST327E
880164326411,52.0,7,Vnt.,TG141,403588.0,USB raktas SAMSUNG MUF-32AB/EU,LOG BENDRAS,Sujungta,59,880164326411,USB raktas SAMSUNG MUF-32AB/EU,MUF-32AB/EU
871010385619,1.0,7,Vnt.,TG120,401910.0,Epiliatorius PHILIPS BRE605/00,LOG BENDRAS,Sujungta,8,871010385619,Epiliatorius PHILIPS BRE605/00,BRE605/00
692528193321,32.0,7,Vnt.,TG066,400858.0,"Ausinės JBL Endurance Run į ausis, su mikrofonu, sportui, juoda",LOG BENDRAS,Sujungta,39,692528193321,"Ausinės JBL Endurance Run į ausis, su mi",Endurance Run į 
800439932488,86.0,7,Vnt.,TG030,403482.0,Vandens filtras kav.apar.DELONGHI SER3017/ 5513292811,LOG BENDRAS,Sujungta,93,800439932488,Vandens filtras kav.apar.DELONGHI SER301,SER3017/ 5513292
,0.0,7,,,,,,Nerasta Eugestos ataskaitoje,7,502655535828,Žaidimas XBOX ONE Mafia III Deluxe Editi,Mafia III Deluxe
880608868646,7.0,-7,Vnt.,TG141,420643.0,Dulkių siurblys SAMSUNG VC07M3110VB/SB,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
,0.0,7,,,,,,Nerasta Eugestos ataskaitoje,7,004825622006,Orkaičių valiklis ASTONISH 750ml puršk,750ml puršk
871010371114,39.0,7,Vnt.,TG120,404345.0,Filtras oro drėkintuvui PHILIPS HU4102/01,LOG BENDRAS,Sujungta,46,871010371114,Filtras oro drėkintuvui PHILIPS HU4102/0,HU4102/01
421020174634,8.0,7,Vnt.,TG114,403699.0,Dantų šepetėlio antgalis ORAL-B EB 25-3,LOG BENDRAS,Sujungta,15,421020174634,Dantų šepetėlio antgalis ORAL-B EB 25-2,EB 25-2
880608820928,4.0,7,Vnt.,TG141,400238.0,Monitorius SAMSUNG LC24F390FHUXEN,LOG BENDRAS,Sujungta,11,880608820928,Monitorius SAMSUNG LC24F390FHUXEN,LC24F390FHUXEN
590144309645,220.0,7,Vnt.,TG004,400506.0,Toneris ACJ ATS-2020N (Samsung D111S),LOG BENDRAS,Sujungta,227,590144309645,Toneris ACJ ATS-2020N (Samsung D111S),ATS-2020N (Samsu
692528191874,26.0,7,Vnt.,TG066,400985.0,"Ausinės JBL T290BLK į ausis, su mikrofonu, juodos",LOG BENDRAS,Sujungta,33,692528191874,"Ausinės JBL T290BLK į ausis, su mikrofon","T290BLK į ausis,"
